Retractable EyeBrow Pencil - Waterproof,P286513,"Diisostearyl Malate, CI 77499 (Iron Oxides), Triethylhexanoin, C20-40 Acid, C20-40 Alcohols, Polyethylene, Synthetic Wax, CI 77492 (Iron Oxides), CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), Glyceryl Behenate/Eicosadioate, Ethylene/Propylene Copolymer, Ethylcellulose, Boron Nitride, Mica, VP/Eicosene Copolymer, Tocopherol, Ascorbyl Palmitate. "
Pop Plush™ Creamy Lip Gloss,P501008,"-Aloe Butter, Avocado Butter, and Shea Butter: Help condition lips.<br>-Hyaluronic Acid: Helps lock in moisture for lips that look plump with hydration.<br><br>Triisostearyl Citrate, Hydrogenated Polyisobutene, Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax\Cera Microcristallina\Cire Microcristalline, Punica Granatum (Pomegranate) Sterols, Octyldodecanol, Polyethylene, Disteardimonium Hectorite, Ricinus Communis (Castor) Seed Oil, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Extract, Persea Gratissima (Avocado) Oil, Phytosterols, Linolenic Acid, Linoleic Acid, Hydrogenated Castor Oil, Lauryl Pca, Sodium Hyaluronate, Caprylyl Glycol, Oleic Acid, Lecithin, Hexylene Glycol, Phenoxyethanol, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Red 22 Lake (Ci 45380), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Red 33 Lake (Ci 17200), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)].<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category &ndash; this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1&rsquo;4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Boy Brow Volumizing Eyebrow Gel-Pomade,P504526,"<p>CLEAR
    Water/Aqua/Eau, Butylene Glycol, Beeswax/Cera Alba/Cire d’Abeille,
  Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, Propylene
  Glycol Stearate, Glyceryl Stearate, Stearic Acid, Isostearic Acid,
  Dimethicone, PVP, Tromethamine, Oleic Acid, Lecithin, Soluble Collagen,
  Sodium Hyaluronate, Silica, Polybutene, Cellulose Gum, Xanthan Gum, Glyceryl
  Laurate, Sorbitan Laurate, Isopropyl Titanium Triisostearate, Propylene
  Glycol Laurate, Polymethyl Methacrylate, Magnesium Aluminum Silicate,
  Polysorbate 20, Sodium Dehydroacetate, Caprylyl Glycol, Hexylene Glycol,
  Phenoxyethanol, Disodium EDTA.
    
    BLACK / BROWN / BLOND / AUBURN
    Water/Aqua/Eau, Beeswax/Cera Alba/Cire d’Abeille, Butylene Glycol,
  Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, Propylene
  Glycol Stearate, Glyceryl Stearate, Stearic Acid, Isostearic Acid, PVP, Mica,
  Tromethamine, Dimethicone, Oleic Acid, Lecithin, Soluble Collagen, Sodium
  Hyaluronate, Silica, Polybutene, Cellulose Gum, Xanthan Gum, Glyceryl
  Laurate, Sorbitan Laurate, Isopropyl Titanium Triisostearate, Propylene
  Glycol Laurate, Polymethyl Methacrylate, Magnesium Aluminum Silicate,
  Polysorbate 20, Sodium Dehydroacetate, Caprylyl Glycol, Hexylene Glycol,
  Phenoxyethanol, Disodium EDTA, Iron Oxides (CI 77499). (±) May Contain/Peut
  Contenir: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499),
  Ferric Ferrocyanide (CI 77510).
    
    DARK BROWN / GREY
    Water/Aqua/Eau, Beeswax/Cera Alba/Cire d’Abeille, Butylene Glycol,
  Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de Carnauba, Propylene
  Glycol Stearate, Glyceryl Stearate, Stearic Acid, Isostearic Acid, PVP,
  Tromethamine, Dimethicone, Oleic Acid, Lecithin, Soluble Collagen, Sodium
  Hyaluronate, Silica, Polybutene, Cellulose Gum, Xanthan Gum, Glyceryl
  Laurate, Sorbitan Laurate, Isopropyl Titanium Triisostearate, Propylene
  Glycol Laurate, Polymethyl Methacrylate, Magnesium Aluminum Silicate,
  Polysorbate 20, Sodium Dehydroacetate, Caprylyl Glycol, Hexylene Glycol,
  Phenoxyethanol, Disodium EDTA, Iron Oxides (CI 77491, CI 77492, CI 77499).
  (±) May Contain/Peut Contenir: Titanium Dioxide (CI 77891).</p>"
Major Holiday Face Palette,P507183,"<b>Cr&#232;me Blush in Giving I Need Her:<br></b>PPG-3 Benzyl Ether Myristate, Phenyl Trimethicone, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl malate, Polyethylene, Polybutene, Silica , Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon 12, Disteardimonium Hectorite, Octyldodecanol, Propylene, Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Red 28 Lake (CI 45410).<br><br><b>Cr&#232;me Blush in Giving Main Character:<br></b>Phenyl Trimethicone, PPG-3 Benzyl Ether Myristate, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Ethylhexyl Stearate, Triisostearyl Citrate, Diisostearyl malate, Polyethylene, Polybutene, Silica , Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon 12, Disteardimonium Hectorite, Octyldodecanol, Propylene Carbonate, Pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, Tocopheryl Acetate, Fragrance (Parfum), Benzyl Salicylate, Farnesol, Linalool, May Contain (+/-): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).<br><br><b>Eyeshadow in Feeling Selfish:<br></b>Calcium Sodium Borosilicate, Dimethicone, Silica, Magnesium Myristate, Tin Oxide, Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Calcium Aluminum Borosilicate, Squalane, Caprylic/Capric Triglyceride, Polymethylsilsesquioxane, Polyglyceryl-3 Diisostearate, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, Mica, Boron Nitride, Behenyl Behenate, Tribehenin, Caprylyl Glycol , May Contain (+/-): Iron Oxide (CI 77491), Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163).<br><b><br>Eyeshadow in It&rsquo;s my Face:<br></b>Calcium Sodium Borosilicate, Dimethicone, Magnesium Myristate, Tin Oxide, Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Squalane, Caprylic/Capric Triglyceride, Polymethylsilsesquioxane, Polyglyceryl-3 Diisostearate, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, Mica, Boron Nitride, Behenyl Behenate, Tribehenin, Caprylyl Glycol, May Contain (+/-): Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), Carmine (CI 75470).<br><br><b>Powder Blush in Giving I Need Her:<br></b>Mica, Synthetic Fluorphlogopite, Magnesium Myristate, Nylon 12, Octyldodecyl Stearoyl Stearate , Capric/Caprylic Triglyceride, PEG-12 Dimethicone, Glyceryl Triacetyl Ricinoleate, Silica, Trimyristin, Benzotriazolyl Dodecyl p-Cresol, Polyhydroxystearic Acid, Caprylyl Glycol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Triethoxycaprylylsilane, Hexylene Glycol, Tocopheryl Acetate, May Contain (+/-): Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), Red 6 Lake (CI 15850), Red 27 Lake (CI 45410), Red 33 Lake (CI 17200), Ultramarines (CI 77007).<br><br><b>Powder Blush in Giving Main Character:<br></b>Mica, Synthetic Fluorphlogopite, Magnesium Myristate, Nylon 12, Octyldodecyl Stearoyl Stearate , Capric/Caprylic Triglyceride, Silica , Glyceryl Triacetyl Ricinoleate, PEG-12 Dimethicone, Trimyristin, Benzotriazolyl Dodecyl p-Cresol, Polyhydroxystearic Acid, Caprylyl Glycol, Phenoxyethanol, Hydrogenated Phosphatidylcholine, Triethoxycaprylylsilane, Hexylene Glycol, Tocopheryl Acetate, Tin Oxide, May Contain (+/-): Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Red 6 Lake (CI 15850), Red 28 Lake (CI 45410). <br><br><b>Eyeshadow in Mind Your Business:<br></b>Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Dimethicone, Magnesium Myristate, Octyldodecyl Stearoyl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Mica, Boron Nitride, Squalane, Caprylic/Capric Triglyceride, Polymethylsilsesquioxane, Polyglyceryl-3 Diisostearate, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, Tin Oxide, Behenyl Behenate, Tribehenin, Caprylyl Glycol, May Contain (+/-): Iron Oxide (CI 77491), Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163).<br><br><b>Eyeshadow in In the Spotlight:<br></b>Calcium Aluminum Borosilicate, Dimethicone, Synthetic Fluorphlogopite, Magnesium Myristate, Octyldodecyl Stearoyl Stearate, Simmondsia Chinensis (Jojoba) Seed Oil, Silica, Squalane, Caprylic/Capric Triglyceride, Polymethylsilsesquioxane, Mica, Boron Nitride, Polyglyceryl-3 Diisostearate, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, Tin Oxide, Behenyl Behenate, Tribehenin, Caprylyl Glycol, May Contain (+/-): Titanium Dioxide (CI 77891), Bismuth Oxychloride (CI 77163)."
Cream Blush Refillable Cheek & Lip Color,P476005,"-Squalane: Pure, sustainable, plant-derived moisturizer for weightless hydration.<br>-Sodium Hyaluronate: Smooths the look of imperfections. <br>-Ceramides: Strengthen the natural protective barrier. <br><br>Ricinus Communis (Castor) Seed Oil, Pentaerythrityl Tetraisostearate, Caprylic/Capric Triglyceride, Copernicia Cerifera (Carnauba) Wax, Oryza Sativa (Rice) Bran Wax, Hydrogenated Vegetable Oil, Synthetic Fluorphlogopite, Silica, Isononyl Isononanoate, Lauroyl Lysine, Euphorbia Cerifera (Candelilla) Wax, Squalane, Sodium Hyaluronate, Ceramide NG, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Caprylyl Glycol, Hydrogenated Castor Oil, Sorbitan Tristearate, 1,2-Hexanediol, Tropolone, Aluminum Hydroxide, Tin Oxide, [+/-: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492), Red 7 Lake (CI 15850), Red 6 (CI 15850), Red 28 Lake (CI 45410)].<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list): <br></b>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Eaze Drop Stick Blur + Smooth Tint Stick Foundation,P507453,"Dimethicone, Octyldodecanol, Synthetic Wax, Aluminum Starch Octenylsuccinate, Silica, Ethylene/Propylene Copolymer, Disteardimonium Hectorite, Astrocaryum Murumuru Seed Butter, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Sodium Hyaluronate, Silica Dimethyl Silylate, Polyhydroxystearic Acid, Hydrogenated Castor Oil, Psidium Guajava Fruit Extract, Tocopherol. [+/-] May Contain/Peut Contenir : Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)."
Minirosso Lipstick Trio Set,P507187,"-Roma Light Complex&trade;:  Light-reflecting, color-boosting pearls. <br><br>Dimethicone, Hydrogenated Polyisobutene, Polyethylene, Ci 45410/Red 28 Lake, Trimethyl Pentaphenyl Trisiloxane, Octyldodecyl Neopentanoate, Sucrose Acetate Isobutyrate, Stearyl Heptanoate, Trimethylsiloxysilicate, Ci 15850/Red 7, Stearyl Caprylate, Paraffin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Dimethicone/Vinyltrimethylsiloxysilicate Crosspolymer, Cera Microcristallina/Microcrystalline Wax, Tocopheryl Acetate, Synthetic Wax, Ci 77891/Titanium Dioxide, Synthetic Fluorphlogopite, Alumina, Ci 15850/Red 7 Lake, Ci 42090/Blue 1 Lake, Citronellol, Citrus Aurantium Bergamia Fruit Oil/Bergamot Fruit Oil, Limonene, Geraniol, Linalool, Tocopherol, Tin Oxide, Benzyl Alcohol, Colophonium/Rosin, Magnesium Silicate, Parfum/Fragrance."
Translucent Loose Setting Powder,P109908,"<p>TALC, MAGNESIUM MYRISTATE, NYLON-12, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL PALMITATE, ZEA MAYS (CORN) STARCH, METHICONE, LAUROYL LYSINE, POLYMETHYL METHACRYLATE, ASCORBYL PALMITATE, GLYCINE SOJA (SOYBEAN) OIL, TOCOPHEROL, METHYLPARABEN, SODIUM DEHYDROACETATE, PROPYLPARABEN, BUTYLPARABEN. MAY CONTAIN/PEUT CONTENIR/(+/-): IRON OXIDES (CI 77491, CI 77492, CI 77499), TITANIUM DIOXIDE (CI 77891), YELLOW 5 LAKE (CI 19140), ULTRAMARINES (CI 77007).</p>"
SEA Hydroflex™ Serum Foundation,P473000,"-Hyaluronic Acid: Helps improve the look of fine lines and wrinkles by making skin look plumper.<br>-Niacinamide: Visibly smooths, brightens, reduces inflammation, and minimizes the look of pores.<br>-Vegan Collagen Complex: Improves skin elasticity for skin that looks plumper and more youthful.<br><br>Water/Aqua/Eau, Glycerin, Isododecane, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Butylene Glycol Dicaprylate/Dicaprate, Talc, Alcohol Denat., Hydrogenated Poly (C6-14 Olefin), Hydrogenated Polyisobutene, Butylene Glycol, Dipropylene Glycol, Nylon-12, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Magnesium Sulfate, Alumina, Silica, Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-3 Oleate, Sorbitan Isostearate, Stearalkonium Hectorite, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Sodium Benzoate, Dimethicone Crosspolymer, Propylene Carbonate, Polymethylsilsesquioxane, Potassium Sorbate, Tocopheryl Acetate, Triethoxycaprylylsilane, Niacinamide, Sargassum Pacificum Thallus Extract, Tocopherol, 1,2-Hexanediol, Hydrolyzed Extensin, Glycine Soja (Soybean) Oil, Phenoxyethanol, Macrocystis Pyrifera (Kelp) Extract, Sodium Hyaluronate, Pancratium Maritimum Extract, Hydrolyzed Ginseng Saponins, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category – this is not an exhaustive list): </b><br>
Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1% , Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1’4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)"
Mini Airbrush Flawless Finish Setting Powder,P467754,"-Rose Wax and Almond Oil: Help to nourish, soften, and moisturize skin.
<br>-Light-Reflecting Pearlescent Pigments: Diffuse light as it hits your face for a luminous complexion.
<br>
<br>Talc, Mica, Polymethyl Methacrylate, Dimethicone, Silica, Pentaerythrityl Tetraisostearate, Cetearyl Ethylhexanoate, Zinc Stearate, Zea Mays (Corn) Starch, Caprylyl Glycol, Ethylhexylglycerin, Potassium Sorbate, Chlorphenesin, Tocopheryl Acetate, Pei-10, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Rosa Multiflora Flower Wax, Tetrasodium Edta, Dimethiconol, [+/- Iron Oxides (Ci 77491, Ci 77492, Ci 77499)].
"
12 Hour Contour Pencil Eyeliner,P377784,"CI 77499 (Iron Oxides), Isododecane, Trimethylsiloxysilicate, Dimethicone, Synthetic Wax, Polyethylene, Synthetic Fluorphlogopite, Polybutene, Silica, CI 77510 (Ferric Ammonium Ferrocyanide), Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Caprylic/Capric Triglyceride, CI 77492 (Iron Oxides), Stearalkonium Hectorite, Propylene Carbonate, Tocopherol."
Easy Lash Clean Lift Tubing Mascara,P503300,"-Rose Oil and Rosewater: Condition and boost lash elasticity.<br>-Rice Bran Wax: Densifies lashes without weighing them down. <br>-Candelilla Wax: Adds glide for a smooth application. <br><br>Aqua (Water), Ci 77499 (Iron Oxides), Stearic Acid, Acrylates Copolymer, Glyceryl Stearate, Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax), Oryza Sativa Cera (Oryza Sativa (Rice) Bran Wax), Propanediol, Tribehenin, Acrylates/Ethylhexyl Acrylate Copolymer, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax), Aminomethyl Propanediol, Phenoxyethanol, Ricinus Communis Seed Oil (Ricinus Communis (Castor) Seed Oil), Sodium Dehydroacetate, Hydroxyethylcellulose, Ethylhexylglycerin, Rosa Damascena Flower Water, Helianthus Annuus Seed Oil (Helianthus Annuus (Sunflower) Seed Oil), Laureth-21, Rosa Damascena Flower Extract, Tocopherol, Citric Acid, Potassium Sorbate, Sodium Benzoate."
Phantom Volumizing Glossy Lip Balm,P483662,"Diisostearyl Malate, Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Hydrogenated Polyisobutene, Polyglyceryl-2 Triisostearate, Bis-Diglyceryl Polyacyladipate-2, Ceresin, Menthyl Lactate, Microcrystalline Wax/Cera Microcristallina, Aluminum Hydroxide, Argania Spinosa Kernel Oil, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Butyrospermum Parkii (Shea) Butter, Hydrogenated Vegetable Oil, Tocopherol, Bht, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Red 7 Lake (Ci 15850)."
Powermatte High-Intensity Long-Lasting Lip Pencil,P507545,"<p>Dimethicone, Trimethylsiloxysilicate, Caprylyl Methicone, Octyldodecanol, Synthetic Wax, Lauroyl Lysine, Dicalcium Phosphate, Phenylpropyldimethylsiloxysilicate, Diisostearyl Malate, Polyethylene, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire De Carnauba, Stearyl Heptanoate, Stearyl Caprylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disteardimonium Hectorite, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Propylene Carbonate, [+/-(May Contain/Peut Contenir): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Titanium Dioxide (Ci 77891), Yellow 6 Lake (Ci 15985), Red 28 Lake (Ci 45410)].</p>"
 Hydra-Peptide Lip Butter,P482055,"-Avocado Butter:Antioxidant – Hydrates, Softens. <br>-Vitamin A & E: Softens, Soothes, Protects.<br>- 2% Peptides: Plumping, Volume, Lock in Moisture.<br><b><br>Hydrogenated Polyisobutene, Octyldodecanol, Butyrospermum Parkii (Shea) Butter, Ethylhexyl Palmitate, Persea Gratissima (Avocado) Butter, Silica Dimethyl Silylate, Menthone Glycerin Acetal, Cetearyl Ethylhexanoate, Vanillin, Mentha Piperita (Peppermint) Oil, Tribehenin, Sorbitan Isostearate, Portulaca Pilosa Extract, Sucrose Cocoate, Palmitoyl Tripeptide1, Palmitoyl Tripeptide-38, Limonene, Linalool.<br><br><b>Intense Matte Lip + Cheek Pencil in Belle:</b><br>Isododecane, Diisostearyl Malate, Synthetic Wax, Mica, Dimethicone, Caprylyl Methicone, Polybutene, Dimethicone/Vinyl Dimethicone Crosspolymer, Distarch Phosphate, Dimethylimidazolidinone Rice Starch, Glyceryl Caprylate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Silica, Isoceteth-10 [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red Lake 7 (CI 15850), Red Lake 6 (CI 1580), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742)].<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
